DATE;PRCP;TMAX;TMIN;RAIN
16/09/1958;39;63;53;TRUE
17/09/1958;1;68;54;TRUE
18/09/1958;9;63;53;TRUE
19/09/1958;8;66;50;TRUE
20/09/1958;1;61;49;TRUE
21/09/1958;0;62;46;FALSE
22/09/1958;14;59;44;TRUE
23/09/1958;0;57;41;FALSE
24/09/1958;1;57;45;TRUE
25/09/1958;4;64;52;TRUE
26/09/1958;0;69;48;FALSE
27/09/1958;0;69;50;FALSE
28/09/1958;0;66;51;FALSE
29/09/1958;0;63;50;FALSE
30/09/1958;0;67;50;FALSE
01/10/1958;0;68;48;FALSE
02/10/1958;0;75;49;FALSE
03/10/1958;0;72;49;FALSE
04/10/1958;0;70;47;FALSE
05/10/1958;0;65;48;FALSE
06/10/1958;0;57;48;FALSE
07/10/1958;17;56;52;TRUE
08/10/1958;16;60;47;TRUE
09/10/1958;11;58;45;TRUE
10/10/1958;0;63;57;FALSE
11/10/1958;0;63;54;FALSE
12/10/1958;42;61;53;TRUE
13/10/1958;1;63;51;TRUE
14/10/1958;0;63;49;FALSE
15/10/1958;0;56;52;FALSE
16/10/1958;0;60;47;FALSE
17/10/1958;42;65;43;TRUE
18/10/1958;119;63;47;TRUE
19/10/1958;105;58;45;TRUE
20/10/1958;0;58;40;FALSE
21/10/1958;0;66;39;FALSE
22/10/1958;12;55;41;TRUE
23/10/1958;0;53;37;FALSE
24/10/1958;0;63;37;FALSE
25/10/1958;0;63;44;FALSE
26/10/1958;0;62;42;FALSE
27/10/1958;0;60;41;FALSE
28/10/1958;0;57;37;FALSE
29/10/1958;0;64;39;FALSE
30/10/1958;0;65;44;FALSE
31/10/1958;25;56;50;TRUE
01/11/1958;5;60;45;TRUE
02/11/1958;9;57;42;TRUE
03/11/1958;87;53;42;TRUE
04/11/1958;12;51;43;TRUE
05/11/1958;52;53;41;TRUE
06/11/1958;2;60;44;TRUE
07/11/1958;15;53;43;TRUE
08/11/1958;0;53;46;FALSE
09/11/1958;74;46;41;TRUE
10/11/1958;18;51;41;TRUE
11/11/1958;43;52;47;TRUE
12/11/1958;45;51;43;TRUE
13/11/1958;24;45;33;TRUE
14/11/1958;6;42;36;TRUE
15/11/1958;0;39;30;FALSE
16/11/1958;0;40;25;FALSE
17/11/1958;49;41;31;TRUE
18/11/1958;122;53;37;TRUE
19/11/1958;2;47;40;TRUE
20/11/1958;59;58;44;TRUE
21/11/1958;0;52;45;FALSE
22/11/1958;45;51;43;TRUE
23/11/1958;31;44;39;TRUE
24/11/1958;57;42;30;TRUE
25/11/1958;0;40;29;FALSE
26/11/1958;0;40;30;FALSE
27/11/1958;0;40;28;FALSE
28/11/1958;0;43;30;FALSE
29/11/1958;13;54;31;TRUE
30/11/1958;19;51;45;TRUE
01/12/1958;33;57;49;TRUE
02/12/1958;62;57;47;TRUE
03/12/1958;2;52;39;TRUE
04/12/1958;0;43;36;FALSE
05/12/1958;1;42;34;TRUE
06/12/1958;35;46;36;TRUE
07/12/1958;27;50;41;TRUE
08/12/1958;0;47;37;FALSE
09/12/1958;2;47;36;TRUE
10/12/1958;106;51;44;TRUE
11/12/1958;23;54;45;TRUE
12/12/1958;0;49;39;FALSE
13/12/1958;0;44;34;FALSE
14/12/1958;0;40;29;FALSE
15/12/1958;4;53;37;TRUE
16/12/1958;0;50;43;FALSE
17/12/1958;19;55;41;TRUE
18/12/1958;18;54;42;TRUE
19/12/1958;6;47;38;TRUE
20/12/1958;113;51;45;TRUE
21/12/1958;26;49;39;TRUE
22/12/1958;0;50;37;FALSE
23/12/1958;11;46;39;TRUE
24/12/1958;8;48;38;TRUE
25/12/1958;17;50;42;TRUE
26/12/1958;74;47;42;TRUE
27/12/1958;31;47;41;TRUE
28/12/1958;12;50;41;TRUE
29/12/1958;49;52;43;TRUE
30/12/1958;0;56;51;FALSE
31/12/1958;18;55;37;TRUE
01/01/1959;2;43;32;TRUE
02/01/1959;0;34;17;FALSE
03/01/1959;0;25;14;FALSE
04/01/1959;12;27;16;TRUE
05/01/1959;14;35;25;TRUE
06/01/1959;28;42;34;TRUE
07/01/1959;18;47;39;TRUE
08/01/1959;113;53;45;TRUE
09/01/1959;57;50;45;TRUE
10/01/1959;23;50;41;TRUE
11/01/1959;55;52;42;TRUE
12/01/1959;54;49;42;TRUE
13/01/1959;15;45;40;TRUE
14/01/1959;0;43;36;FALSE
15/01/1959;1;45;40;TRUE
16/01/1959;12;50;42;TRUE
17/01/1959;34;53;42;TRUE
18/01/1959;0;48;38;FALSE
19/01/1959;0;46;35;FALSE
20/01/1959;0;41;34;FALSE
21/01/1959;27;41;34;TRUE
22/01/1959;44;48;41;TRUE
23/01/1959;136;48;45;TRUE
24/01/1959;6;51;43;TRUE
25/01/1959;1;52;37;TRUE
26/01/1959;61;50;42;TRUE
27/01/1959;1;51;41;TRUE
28/01/1959;0;45;39;FALSE
29/01/1959;0;48;34;FALSE
30/01/1959;2;42;37;TRUE
31/01/1959;1;44;38;TRUE
01/02/1959;0;45;32;FALSE
02/02/1959;0;44;30;FALSE
03/02/1959;2;46;36;TRUE
04/02/1959;1;48;39;TRUE
05/02/1959;14;48;40;TRUE
06/02/1959;0;44;33;FALSE
07/02/1959;2;42;33;TRUE
08/02/1959;1;35;29;TRUE
09/02/1959;19;40;32;TRUE
10/02/1959;67;38;32;TRUE
11/02/1959;0;40;31;FALSE
12/02/1959;0;43;30;FALSE
13/02/1959;45;47;35;TRUE
14/02/1959;47;39;34;TRUE
15/02/1959;0;46;36;FALSE
16/02/1959;39;47;41;TRUE
17/02/1959;0;53;35;FALSE
18/02/1959;29;46;38;TRUE
19/02/1959;35;45;37;TRUE
20/02/1959;0;56;40;FALSE
21/02/1959;0;55;36;FALSE
22/02/1959;6;45;36;TRUE
23/02/1959;6;48;38;TRUE
24/02/1959;4;47;37;TRUE
25/02/1959;2;50;42;TRUE
26/02/1959;1;46;39;TRUE
27/02/1959;24;49;40;TRUE
28/02/1959;11;55;46;TRUE
01/03/1959;0;52;40;FALSE
02/03/1959;1;46;33;TRUE
03/03/1959;1;49;36;TRUE
04/03/1959;0;51;34;FALSE
05/03/1959;0;51;41;FALSE
06/03/1959;3;50;39;TRUE
07/03/1959;17;50;42;TRUE
08/03/1959;2;50;41;TRUE
09/03/1959;3;48;37;TRUE
10/03/1959;6;49;34;TRUE
11/03/1959;17;48;36;TRUE
12/03/1959;13;49;39;TRUE
13/03/1959;3;45;32;TRUE
14/03/1959;0;45;31;FALSE
15/03/1959;0;54;40;FALSE
16/03/1959;0;59;43;FALSE
17/03/1959;7;54;45;TRUE
18/03/1959;34;49;39;TRUE
19/03/1959;0;49;33;FALSE
20/03/1959;27;56;31;TRUE
21/03/1959;44;51;39;TRUE
22/03/1959;0;50;33;FALSE
23/03/1959;16;49;39;TRUE
24/03/1959;0;55;40;FALSE
25/03/1959;3;49;38;TRUE
26/03/1959;2;52;39;TRUE
27/03/1959;2;49;40;TRUE
28/03/1959;26;50;41;TRUE
29/03/1959;21;49;38;TRUE
30/03/1959;35;50;41;TRUE
31/03/1959;57;52;44;TRUE
01/04/1959;18;58;41;TRUE
02/04/1959;5;55;41;TRUE
03/04/1959;4;58;34;TRUE
04/04/1959;2;54;41;TRUE
05/04/1959;2;49;38;TRUE
06/04/1959;0;52;38;FALSE
07/04/1959;0;60;37;FALSE
08/04/1959;0;67;43;FALSE
09/04/1959;0;73;48;FALSE
10/04/1959;0;63;45;FALSE
11/04/1959;0;52;45;FALSE
12/04/1959;0;55;44;FALSE
13/04/1959;0;54;40;FALSE
14/04/1959;32;45;39;TRUE
15/04/1959;11;53;39;TRUE
16/04/1959;28;52;41;TRUE
17/04/1959;25;51;41;TRUE
18/04/1959;0;55;42;FALSE
19/04/1959;0;62;38;FALSE
20/04/1959;0;69;40;FALSE
21/04/1959;2;69;43;TRUE
22/04/1959;0;59;47;FALSE
23/04/1959;0;52;44;FALSE
24/04/1959;0;58;44;FALSE
25/04/1959;8;57;44;TRUE
26/04/1959;37;55;44;TRUE
27/04/1959;21;50;43;TRUE
28/04/1959;27;58;48;TRUE
29/04/1959;106;58;51;TRUE
30/04/1959;31;55;43;TRUE
01/05/1959;25;55;38;TRUE
02/05/1959;6;54;40;TRUE
03/05/1959;0;55;38;FALSE
04/05/1959;13;53;41;TRUE
05/05/1959;0;59;37;FALSE
06/05/1959;0;67;39;FALSE
07/05/1959;0;73;42;FALSE
08/05/1959;0;59;46;FALSE
09/05/1959;0;60;46;FALSE
10/05/1959;26;54;44;TRUE
11/05/1959;0;62;38;FALSE
12/05/1959;0;81;47;FALSE
13/05/1959;0;80;56;FALSE
14/05/1959;49;56;48;TRUE
15/05/1959;27;49;45;TRUE
16/05/1959;0;58;42;FALSE
17/05/1959;8;56;43;TRUE
18/05/1959;0;60;40;FALSE
19/05/1959;0;58;46;FALSE
20/05/1959;0;65;41;FALSE
21/05/1959;0;62;48;FALSE
22/05/1959;0;73;46;FALSE
23/05/1959;0;78;49;FALSE
24/05/1959;0;63;50;FALSE
25/05/1959;3;59;47;TRUE
26/05/1959;3;59;47;TRUE
27/05/1959;0;60;48;FALSE
28/05/1959;0;63;46;FALSE
29/05/1959;0;62;45;FALSE
30/05/1959;0;68;45;FALSE
31/05/1959;0;76;49;FALSE
01/06/1959;0;83;51;FALSE
02/06/1959;8;63;52;TRUE
03/06/1959;0;67;53;FALSE
04/06/1959;46;60;54;TRUE
05/06/1959;0;66;52;FALSE
06/06/1959;0;65;51;FALSE
07/06/1959;0;63;49;FALSE
08/06/1959;53;61;48;TRUE
09/06/1959;2;59;47;TRUE
10/06/1959;2;62;47;TRUE
11/06/1959;33;65;52;TRUE
12/06/1959;0;65;52;FALSE
13/06/1959;0;65;48;FALSE
14/06/1959;0;63;50;FALSE
15/06/1959;0;67;46;FALSE
16/06/1959;15;58;51;TRUE
17/06/1959;0;67;50;FALSE
18/06/1959;0;80;52;FALSE
19/06/1959;0;85;58;FALSE
20/06/1959;0;73;56;FALSE
21/06/1959;1;64;55;TRUE
22/06/1959;0;70;52;FALSE
23/06/1959;8;71;53;TRUE
24/06/1959;6;71;55;TRUE
25/06/1959;0;66;54;FALSE
26/06/1959;0;67;48;FALSE
27/06/1959;8;65;52;TRUE
28/06/1959;0;69;53;FALSE
29/06/1959;0;70;52;FALSE
30/06/1959;0;77;53;FALSE
01/07/1959;0;72;52;FALSE
02/07/1959;23;67;53;TRUE
03/07/1959;25;65;52;TRUE
04/07/1959;3;69;51;TRUE
05/07/1959;21;66;52;TRUE
06/07/1959;15;62;51;TRUE
07/07/1959;0;69;51;FALSE
08/07/1959;0;75;53;FALSE
09/07/1959;0;86;59;FALSE
10/07/1959;0;84;57;FALSE
11/07/1959;0;83;59;FALSE
12/07/1959;0;72;56;FALSE
13/07/1959;0;71;55;FALSE
14/07/1959;0;76;53;FALSE
15/07/1959;0;76;53;FALSE
16/07/1959;0;83;53;FALSE
17/07/1959;0;87;54;FALSE
18/07/1959;0;89;59;FALSE
19/07/1959;0;88;59;FALSE
20/07/1959;0;87;61;FALSE
21/07/1959;0;87;59;FALSE
22/07/1959;0;92;62;FALSE
23/07/1959;6;68;58;TRUE
24/07/1959;0;71;59;FALSE
25/07/1959;0;74;57;FALSE
26/07/1959;0;74;54;FALSE
27/07/1959;0;68;50;FALSE
28/07/1959;0;70;48;FALSE
29/07/1959;0;75;51;FALSE
30/07/1959;0;86;61;FALSE
31/07/1959;0;93;58;FALSE
01/08/1959;0;72;54;FALSE
02/08/1959;0;70;51;FALSE
03/08/1959;0;74;49;FALSE
04/08/1959;9;70;58;TRUE
05/08/1959;0;73;54;FALSE
06/08/1959;0;81;50;FALSE
07/08/1959;0;82;59;FALSE
08/08/1959;0;80;60;FALSE
09/08/1959;0;78;51;FALSE
10/08/1959;0;73;51;FALSE
11/08/1959;0;67;50;FALSE
12/08/1959;0;69;56;FALSE
13/08/1959;0;74;50;FALSE
14/08/1959;0;77;53;FALSE
15/08/1959;0;72;57;FALSE
16/08/1959;0;67;54;FALSE
17/08/1959;0;70;55;FALSE
18/08/1959;0;68;52;FALSE
19/08/1959;0;69;48;FALSE
20/08/1959;0;75;50;FALSE
21/08/1959;0;68;58;FALSE
22/08/1959;0;72;57;FALSE
23/08/1959;0;71;54;FALSE
24/08/1959;0;73;54;FALSE
25/08/1959;0;78;48;FALSE
26/08/1959;7;61;57;TRUE
27/08/1959;0;66;54;FALSE
28/08/1959;0;69;51;FALSE
29/08/1959;0;73;46;FALSE
30/08/1959;2;69;46;TRUE
31/08/1959;42;62;51;TRUE
01/09/1959;0;69;52;FALSE
02/09/1959;0;77;51;FALSE
03/09/1959;2;67;54;TRUE
04/09/1959;5;62;51;TRUE
05/09/1959;36;59;54;TRUE
06/09/1959;6;64;51;TRUE
07/09/1959;17;58;49;TRUE
08/09/1959;0;64;47;FALSE
09/09/1959;0;71;47;FALSE
10/09/1959;0;73;48;FALSE
11/09/1959;0;65;54;FALSE
12/09/1959;0;73;52;FALSE
13/09/1959;0;71;50;FALSE
14/09/1959;0;65;54;FALSE
15/09/1959;69;62;51;TRUE
16/09/1959;6;63;51;TRUE
17/09/1959;0;72;45;FALSE
18/09/1959;45;65;55;TRUE
19/09/1959;79;62;53;TRUE
20/09/1959;21;60;53;TRUE
21/09/1959;6;63;52;TRUE
22/09/1959;2;62;51;TRUE
23/09/1959;0;66;44;FALSE
24/09/1959;9;60;52;TRUE
25/09/1959;16;60;51;TRUE
26/09/1959;81;57;51;TRUE
27/09/1959;15;62;47;TRUE
28/09/1959;0;59;47;FALSE
29/09/1959;0;59;47;FALSE
30/09/1959;0;63;48;FALSE
01/10/1959;0;65;45;FALSE
02/10/1959;0;65;45;FALSE
03/10/1959;0;64;47;FALSE
04/10/1959;0;60;51;FALSE
05/10/1959;0;55;48;FALSE
06/10/1959;0;57;44;FALSE
07/10/1959;4;55;44;TRUE
08/10/1959;36;57;47;TRUE
09/10/1959;11;53;41;TRUE
10/10/1959;74;53;42;TRUE
11/10/1959;12;61;49;TRUE
12/10/1959;8;61;51;TRUE
13/10/1959;0;59;47;FALSE
14/10/1959;1;64;49;TRUE
15/10/1959;0;59;48;FALSE
16/10/1959;0;59;41;FALSE
17/10/1959;0;61;44;FALSE
18/10/1959;0;58;44;FALSE
19/10/1959;26;57;50;TRUE
20/10/1959;19;53;49;TRUE
21/10/1959;6;53;49;TRUE
22/10/1959;21;61;50;TRUE
23/10/1959;18;61;53;TRUE
24/10/1959;24;63;51;TRUE
25/10/1959;0;59;47;FALSE
26/10/1959;0;61;45;FALSE
27/10/1959;5;51;46;TRUE
28/10/1959;2;54;41;TRUE
29/10/1959;0;52;38;FALSE
30/10/1959;0;53;34;FALSE
31/10/1959;0;59;40;FALSE
01/11/1959;0;55;41;FALSE
02/11/1959;2;55;44;TRUE
03/11/1959;76;51;43;TRUE
04/11/1959;0;49;35;FALSE
05/11/1959;0;51;33;FALSE
06/11/1959;0;50;34;FALSE
07/11/1959;0;52;32;FALSE
08/11/1959;0;55;37;FALSE
09/11/1959;0;44;39;FALSE
10/11/1959;0;48;35;FALSE
11/11/1959;37;51;35;TRUE
12/11/1959;8;45;32;TRUE
13/11/1959;0;40;29;FALSE
14/11/1959;3;44;30;TRUE
15/11/1959;8;42;28;TRUE
16/11/1959;0;36;27;FALSE
17/11/1959;104;45;32;TRUE
18/11/1959;31;52;44;TRUE
19/11/1959;55;54;44;TRUE
20/11/1959;341;53;46;TRUE
21/11/1959;39;53;44;TRUE
22/11/1959;38;58;44;TRUE
23/11/1959;9;58;54;TRUE
24/11/1959;28;57;45;TRUE
25/11/1959;2;49;40;TRUE
26/11/1959;0;48;36;FALSE
27/11/1959;0;51;31;FALSE
28/11/1959;1;53;42;TRUE
29/11/1959;5;50;40;TRUE
30/11/1959;0;50;38;FALSE
01/12/1959;0;47;36;FALSE
02/12/1959;25;49;40;TRUE
03/12/1959;5;46;36;TRUE
04/12/1959;0;43;32;FALSE
05/12/1959;0;40;28;FALSE
06/12/1959;24;43;30;TRUE
07/12/1959;0;48;36;FALSE
08/12/1959;0;44;31;FALSE
09/12/1959;22;43;33;TRUE
10/12/1959;24;54;42;TRUE
11/12/1959;96;56;42;TRUE
12/12/1959;46;46;35;TRUE
13/12/1959;5;40;33;TRUE
14/12/1959;134;51;38;TRUE
15/12/1959;16;53;43;TRUE
16/12/1959;7;44;36;TRUE
17/12/1959;2;52;41;TRUE
18/12/1959;9;54;43;TRUE
19/12/1959;1;51;41;TRUE
20/12/1959;35;43;34;TRUE
21/12/1959;0;38;32;FALSE
22/12/1959;0;36;29;FALSE
23/12/1959;15;49;34;TRUE
24/12/1959;42;46;38;TRUE
25/12/1959;0;41;37;FALSE
26/12/1959;0;46;35;FALSE
27/12/1959;0;45;36;FALSE
28/12/1959;0;41;35;FALSE
29/12/1959;9;35;30;TRUE
30/12/1959;22;38;33;TRUE
31/12/1959;0;37;28;FALSE
01/01/1960;0;36;25;FALSE
02/01/1960;0;34;30;FALSE
03/01/1960;0;35;25;FALSE
04/01/1960;0;36;26;FALSE
05/01/1960;9;40;34;TRUE
06/01/1960;8;41;37;TRUE
07/01/1960;31;40;36;TRUE
08/01/1960;8;37;32;TRUE
09/01/1960;0;41;31;FALSE
10/01/1960;18;35;29;TRUE
11/01/1960;0;37;32;FALSE
12/01/1960;8;36;32;TRUE
13/01/1960;0;41;33;FALSE
14/01/1960;19;41;32;TRUE
15/01/1960;11;38;34;TRUE
16/01/1960;4;40;36;TRUE
17/01/1960;0;43;33;FALSE
18/01/1960;0;43;31;FALSE
19/01/1960;0;37;31;FALSE
20/01/1960;0;45;34;FALSE
21/01/1960;0;46;39;FALSE
22/01/1960;12;46;35;TRUE
23/01/1960;91;42;35;TRUE
24/01/1960;64;47;41;TRUE
25/01/1960;54;48;42;TRUE
26/01/1960;15;48;41;TRUE
27/01/1960;6;48;39;TRUE
28/01/1960;123;54;38;TRUE
29/01/1960;56;59;48;TRUE
30/01/1960;4;57;41;TRUE
31/01/1960;7;61;46;TRUE
01/02/1960;15;52;44;TRUE
02/02/1960;1;47;38;TRUE
03/02/1960;8;49;39;TRUE
04/02/1960;4;53;45;TRUE
05/02/1960;13;51;41;TRUE
06/02/1960;154;52;42;TRUE
07/02/1960;2;52;40;TRUE
08/02/1960;51;51;42;TRUE
09/02/1960;2;46;41;TRUE
10/02/1960;0;49;39;FALSE
11/02/1960;0;46;38;FALSE
12/02/1960;42;48;38;TRUE
13/02/1960;14;47;37;TRUE
14/02/1960;6;50;41;TRUE
15/02/1960;0;47;38;FALSE
16/02/1960;0;45;35;FALSE
17/02/1960;0;47;31;FALSE
18/02/1960;0;47;36;FALSE
19/02/1960;0;49;32;FALSE
20/02/1960;26;47;36;TRUE
21/02/1960;0;47;34;FALSE
22/02/1960;0;45;32;FALSE
23/02/1960;0;47;29;FALSE
24/02/1960;0;39;31;FALSE
25/02/1960;0;41;29;FALSE
26/02/1960;0;38;27;FALSE
27/02/1960;0;40;25;FALSE
28/02/1960;0;41;27;FALSE
29/02/1960;0;43;26;FALSE
01/03/1960;0;41;29;FALSE
02/03/1960;0;37;28;FALSE
03/03/1960;16;36;24;TRUE
04/03/1960;18;39;29;TRUE
05/03/1960;25;46;34;TRUE
06/03/1960;5;51;37;TRUE
07/03/1960;42;52;36;TRUE
08/03/1960;42;41;34;TRUE
09/03/1960;8;43;34;TRUE
10/03/1960;17;44;35;TRUE
11/03/1960;0;50;34;FALSE
12/03/1960;0;51;34;FALSE
13/03/1960;1;45;36;TRUE
14/03/1960;31;46;32;TRUE
15/03/1960;14;51;38;TRUE
16/03/1960;9;45;38;TRUE
17/03/1960;3;54;42;TRUE
18/03/1960;0;53;40;FALSE
19/03/1960;0;59;37;FALSE
20/03/1960;0;62;40;FALSE
21/03/1960;0;48;40;FALSE
22/03/1960;0;59;39;FALSE
23/03/1960;0;59;39;FALSE
24/03/1960;0;66;41;FALSE
25/03/1960;0;64;43;FALSE
26/03/1960;6;58;41;TRUE
27/03/1960;16;58;40;TRUE
28/03/1960;14;51;42;TRUE
29/03/1960;65;51;42;TRUE
30/03/1960;45;48;40;TRUE
31/03/1960;31;51;39;TRUE
01/04/1960;4;56;43;TRUE
02/04/1960;2;61;49;TRUE
03/04/1960;0;64;44;FALSE
04/04/1960;0;68;45;FALSE
05/04/1960;0;60;46;FALSE
06/04/1960;0;68;43;FALSE
07/04/1960;0;68;47;FALSE
08/04/1960;5;64;42;TRUE
09/04/1960;0;53;39;FALSE
10/04/1960;8;59;36;TRUE
11/04/1960;2;51;40;TRUE
12/04/1960;1;53;38;TRUE
13/04/1960;32;55;41;TRUE
14/04/1960;52;46;36;TRUE
15/04/1960;1;48;35;TRUE
16/04/1960;0;52;34;FALSE
17/04/1960;16;51;41;TRUE
18/04/1960;3;52;40;TRUE
19/04/1960;33;51;41;TRUE
20/04/1960;39;51;38;TRUE
21/04/1960;6;49;35;TRUE
22/04/1960;9;51;36;TRUE
23/04/1960;9;54;41;TRUE
24/04/1960;7;52;41;TRUE
25/04/1960;4;58;40;TRUE
26/04/1960;0;66;40;FALSE
27/04/1960;0;72;49;FALSE
28/04/1960;1;63;46;TRUE
29/04/1960;0;57;46;FALSE
30/04/1960;0;66;43;FALSE
01/05/1960;0;62;48;FALSE
02/05/1960;0;57;46;FALSE
03/05/1960;1;56;44;TRUE
04/05/1960;3;55;45;TRUE
05/05/1960;0;65;48;FALSE
06/05/1960;66;61;50;TRUE
07/05/1960;1;59;43;TRUE
08/05/1960;0;61;40;FALSE
09/05/1960;0;76;47;FALSE
10/05/1960;38;67;52;TRUE
11/05/1960;28;62;51;TRUE
12/05/1960;2;59;46;TRUE
13/05/1960;9;61;45;TRUE
14/05/1960;0;59;45;FALSE
15/05/1960;8;60;41;TRUE
16/05/1960;5;57;42;TRUE
17/05/1960;2;53;40;TRUE
18/05/1960;0;58;41;FALSE
19/05/1960;49;52;42;TRUE
20/05/1960;6;57;40;TRUE
21/05/1960;0;53;39;FALSE
22/05/1960;4;59;37;TRUE
23/05/1960;0;63;43;FALSE
24/05/1960;5;58;45;TRUE
25/05/1960;13;62;45;TRUE
26/05/1960;11;63;46;TRUE
27/05/1960;0;60;46;FALSE
28/05/1960;0;68;46;FALSE
29/05/1960;5;67;48;TRUE
30/05/1960;12;63;50;TRUE
31/05/1960;0;64;48;FALSE
01/06/1960;0;75;51;FALSE
02/06/1960;0;76;56;FALSE
03/06/1960;0;66;53;FALSE
04/06/1960;0;73;48;FALSE
05/06/1960;0;75;51;FALSE
06/06/1960;0;64;48;FALSE
07/06/1960;0;66;48;FALSE
08/06/1960;0;72;46;FALSE
09/06/1960;0;77;52;FALSE
10/06/1960;0;74;51;FALSE
11/06/1960;0;70;50;FALSE
12/06/1960;0;78;51;FALSE
13/06/1960;0;73;53;FALSE
14/06/1960;39;62;52;TRUE
15/06/1960;6;63;51;TRUE
16/06/1960;7;64;49;TRUE
17/06/1960;0;65;46;FALSE
18/06/1960;0;62;46;FALSE
19/06/1960;16;60;44;TRUE
20/06/1960;0;59;43;FALSE
21/06/1960;0;64;45;FALSE
22/06/1960;0;74;48;FALSE
23/06/1960;0;82;53;FALSE
24/06/1960;2;66;53;TRUE
25/06/1960;0;65;50;FALSE
26/06/1960;0;69;46;FALSE
27/06/1960;0;73;49;FALSE
28/06/1960;0;80;53;FALSE
29/06/1960;0;69;51;FALSE
30/06/1960;0;65;52;FALSE
01/07/1960;0;65;50;FALSE
02/07/1960;0;71;49;FALSE
03/07/1960;0;76;52;FALSE
04/07/1960;0;79;52;FALSE
05/07/1960;0;87;58;FALSE
06/07/1960;0;94;59;FALSE
07/07/1960;0;80;59;FALSE
08/07/1960;0;77;51;FALSE
09/07/1960;0;73;48;FALSE
10/07/1960;0;67;46;FALSE
11/07/1960;0;80;49;FALSE
12/07/1960;0;82;52;FALSE
13/07/1960;0;76;58;FALSE
14/07/1960;0;79;55;FALSE
15/07/1960;0;86;52;FALSE
16/07/1960;0;90;56;FALSE
17/07/1960;0;86;55;FALSE
18/07/1960;0;84;57;FALSE
19/07/1960;0;82;53;FALSE
20/07/1960;0;80;52;FALSE
21/07/1960;0;79;51;FALSE
22/07/1960;0;64;51;FALSE
23/07/1960;0;73;49;FALSE
24/07/1960;0;79;51;FALSE
25/07/1960;0;84;51;FALSE
26/07/1960;0;87;63;FALSE
27/07/1960;0;88;61;FALSE
28/07/1960;0;89;57;FALSE
29/07/1960;0;94;58;FALSE
30/07/1960;0;67;56;FALSE
31/07/1960;0;71;57;FALSE
01/08/1960;2;65;54;TRUE
02/08/1960;0;68;54;FALSE
03/08/1960;0;70;53;FALSE
04/08/1960;0;70;54;FALSE
05/08/1960;0;78;55;FALSE
06/08/1960;0;83;54;FALSE
07/08/1960;0;87;55;FALSE
08/08/1960;0;98;66;FALSE
09/08/1960;0;99;59;FALSE
10/08/1960;0;75;56;FALSE
11/08/1960;0;67;54;FALSE
12/08/1960;0;75;56;FALSE
13/08/1960;0;66;55;FALSE
14/08/1960;27;68;49;TRUE
15/08/1960;2;65;50;TRUE
16/08/1960;3;66;53;TRUE
17/08/1960;0;74;58;FALSE
18/08/1960;0;76;58;FALSE
19/08/1960;2;70;54;TRUE
20/08/1960;0;71;53;FALSE
21/08/1960;43;59;48;TRUE
22/08/1960;0;66;45;FALSE
23/08/1960;6;59;52;TRUE
24/08/1960;4;67;52;TRUE
25/08/1960;9;59;54;TRUE
26/08/1960;35;65;49;TRUE
27/08/1960;0;67;50;FALSE
28/08/1960;2;66;51;TRUE
29/08/1960;1;61;53;TRUE
30/08/1960;0;69;57;FALSE
31/08/1960;2;65;50;TRUE
01/09/1960;0;59;47;FALSE
02/09/1960;0;66;41;FALSE
03/09/1960;21;73;50;TRUE
04/09/1960;5;61;52;TRUE
05/09/1960;0;64;49;FALSE
06/09/1960;0;63;47;FALSE
07/09/1960;0;67;45;FALSE
08/09/1960;0;77;52;FALSE
09/09/1960;0;82;53;FALSE
10/09/1960;0;75;53;FALSE
11/09/1960;0;82;53;FALSE
12/09/1960;1;65;55;TRUE
13/09/1960;0;67;56;FALSE
14/09/1960;0;65;52;FALSE
15/09/1960;0;64;52;FALSE
16/09/1960;0;56;50;FALSE
17/09/1960;0;58;50;FALSE
18/09/1960;0;67;51;FALSE
19/09/1960;8;60;52;TRUE
20/09/1960;0;61;46;FALSE
21/09/1960;0;64;39;FALSE
22/09/1960;21;60;44;TRUE
23/09/1960;0;63;51;FALSE
24/09/1960;15;66;52;TRUE
25/09/1960;1;61;51;TRUE
26/09/1960;0;66;52;FALSE
27/09/1960;0;69;49;FALSE
28/09/1960;0;70;45;FALSE
29/09/1960;0;72;50;FALSE
30/09/1960;0;72;46;FALSE
01/10/1960;0;68;48;FALSE
02/10/1960;0;64;47;FALSE
03/10/1960;0;57;50;FALSE
04/10/1960;0;66;47;FALSE
05/10/1960;0;67;46;FALSE
06/10/1960;46;68;54;TRUE
07/10/1960;24;59;44;TRUE
08/10/1960;0;55;40;FALSE
09/10/1960;0;55;35;FALSE
10/10/1960;0;60;43;FALSE
11/10/1960;41;56;43;TRUE
12/10/1960;0;58;41;FALSE
13/10/1960;0;58;42;FALSE
14/10/1960;0;62;48;FALSE
15/10/1960;0;66;52;FALSE
16/10/1960;0;55;50;FALSE
17/10/1960;0;65;47;FALSE
18/10/1960;0;65;44;FALSE
19/10/1960;2;55;49;TRUE
20/10/1960;0;60;52;FALSE
21/10/1960;13;57;52;TRUE
22/10/1960;36;65;52;TRUE
23/10/1960;124;60;51;TRUE
24/10/1960;9;59;49;TRUE
25/10/1960;42;58;47;TRUE
26/10/1960;19;53;45;TRUE
27/10/1960;24;53;46;TRUE
28/10/1960;2;55;41;TRUE
29/10/1960;0;53;35;FALSE
30/10/1960;23;48;40;TRUE
